Срок размещения объявления (дней),Модель машины,Год выпуска,"Пробег, км","Цена машины, ₽",Тип машины,Привод,Тип бензина,Ссылка
1,BMW 5 серия 2.0 AT,2018,97000,2549000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_97_000_km_3995222849
0,BMW 7 серия 4.4 AT,2009,204000,1450000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2009_204_000_km_4055997386
0,BMW 7 серия 3.0 AT,2020,46185,6300000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2020_46_185_km_3824941849
0,BMW X5 3.0 AT,2020,57500,9725000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_57_500_km_3784989986
1,BMW 5 серия 2.0 AT,2018,149000,2349000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_149_000_km_3994778540
0,BMW X6 3.0 AT,2023,25,14700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_25_km_3413396395
0,BMW 5 серия 2.0 AT,2018,87650,3750000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_87_650_km_3950496724
0,BMW 3 серия 1.6 AT,2013,141000,1650000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.6_at_2013_141_000_km_4194154349
0,BMW X6 3.0 AT,2012,213600,2480000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2012_213_600_km_3981791542
0,BMW X6 3.0 AT,2008,265000,2150000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2008_265_000_km_3874753091
0,BMW 5 серия 2.0 AT,2019,80500,4099000,универсал,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_80_500_km_3895196858
0,BMW X5 3.0 AT,2020,75000,6990000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_75_000_km_3717369428
0,BMW X6 3.0 AT,2020,85000,7700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_85_000_km_3992129897
0,BMW 3 серия 1.6 MT,1984,362000,115000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_1.6_mt_1984_362_000_km_3904922164
0,BMW 8 серия 4.4 AT,2019,72000,9300000,кабриолет,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_8_seriya_4.4_at_2019_72_000_km_4193829169
0,BMW 5 серия 3.0 AT,2019,162438,4150000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2019_162_438_km_3888755565
0,BMW X6 3.0 AT,2020,68000,7990000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_68_000_km_3830645796
0,BMW M6 5.0 AMT,2006,87000,2000000,купе,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m6_5.0_amt_2006_87_000_km_3756468148
3,BMW X7 3.0 AT,2024,0,17500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2024_4273941013
0,BMW X4 3.0 AT,2020,30000,4999999,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x4_3.0_at_2020_30_000_km_3638268449
1,BMW 5 серия 2.0 AT,2013,104000,1695000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_104_000_km_4055833794
0,BMW X6 3.0 AT,2020,42776,8570000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_42_776_km_3825122493
0,BMW 2 серия Gran Tourer 2.0 AT,2019,164000,2230000,минивэн,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_2_seriya_gran_tourer_2.0_at_2019_164_000_km_3798219495
0,BMW 5 серия 2.0 AT,2019,47068,3950000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_47_068_km_3824676318
0,BMW 2 серия 3.0 AT,2019,74300,4399000,купе,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_2_seriya_3.0_at_2019_74_300_km_4225684897
1,BMW X6 3.0 AT,2012,152000,1499000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2012_152_000_km_3872327612
0,BMW X7 3.0 AT,2021,56200,10500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2021_56_200_km_3951849804
0,BMW XM 4.4 AT,2023,14000,21600000,внедорожник,полный,гибрид,https://www.avito.ru/moskva/avtomobili/bmw_xm_4.4_at_2023_14_000_km_3607305432
0,BMW X6 3.0 AT,2022,21000,8949000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2022_21_000_km_3531085193
0,BMW 5 серия 2.0 AT,2019,69000,3950000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_69_000_km_3558753932
0,BMW X3 2.0 AT,2021,13838,5750000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_13_838_km_3413603092
0,BMW 3 серия 2.0 AT,2005,380000,775000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2005_380_000_km_3987999397
1,BMW 5 серия GT 3.0 AT,2010,143000,1649000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_gt_3.0_at_2010_143_000_km_3787385134
1,BMW 5 серия 3.0 AT,2021,40000,6200000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2021_40_000_km_3752031990
0,BMW X3 2.0 AT,2021,21570,5550000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_21_570_km_3701358927
0,BMW X5 3.0 AT,2010,153000,1950000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2010_153_000_km_3701218424
0,BMW 8 серия Gran Coupe 4.4 AT,2022,27926,14990000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_8_seriya_gran_coupe_4.4_at_2022_27_926_km_3733283743
0,BMW 3 серия 2.0 AT,2019,54000,3580000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2019_54_000_km_3875570902
0,BMW X5 3.0 AT,2019,58570,7790000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_58_570_km_3889325475
0,BMW 7 серия 4.4 AT,2022,470,19790000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2022_470_km_4177662484
0,BMW X3 2.0 AT,2021,13807,5990000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2021_13_807_km_3413400930
1,BMW X6 3.0 AT,2023,7800,12500000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_7_800_km_3741156617
5,BMW X5 3.0 AT,2007,260000,930000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2007_260_000_km_3875222981
2,BMW X6 3.0 AT,2013,135000,1600000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2013_135_000_km_3830486879
3,BMW X5 3.0 AT,2011,230000,1990000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2011_230_000_km_3889515605
2,BMW X5 3.0 AT,2014,248000,2700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2014_248_000_km_2494589280
3,BMW X3 2.0 AT,2019,49122,3800000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2019_49_122_km_3621644637
1,BMW X6 3.0 AT,2013,159000,2049000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2013_159_000_km_3988233988
7,BMW X1 2.0 AT,2013,169721,1160000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2013_169_721_km_4098389168
2,BMW 5 серия 2.0 AT,2018,110000,3450000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_110_000_km_3829756063
7,BMW X3 3.0 AT,2012,189852,1490000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2012_189_852_km_3752378332
4,BMW X3 2.0 AT,2020,93261,3500000,внедорожник,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2020_93_261_km_4069798485
6,BMW X3 2.0 AT,2018,50000,4150000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2018_50_000_km_3802448122
0,BMW X3 M 3.0 AT,2019,70000,5600000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_m_3.0_at_2019_70_000_km_3874779133
2,BMW X5 3.0 AT,2001,331000,760000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2001_331_000_km_3933056442
3,BMW 7 серия 4.8 AT,2006,285068,765000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.8_at_2006_285_068_km_3963333163
7,BMW X6 3.0 AT,2013,138000,1600000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2013_138_000_km_3994955761
0,BMW 5 серия 2.0 AT,2019,97110,3290000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_97_110_km_3889412847
3,BMW 5 серия 3.0 AT,2018,105000,3299000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_105_000_km_3822800186
1,BMW 3 серия 2.0 AT,2013,199000,1850000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2013_199_000_km_3620486153
4,BMW 3 серия GT 2.0 AT,2013,169000,1780000,лифтбек,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2013_169_000_km_3656112749
3,BMW X3 2.0 AT,2014,163000,2200000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2014_163_000_km_3819557360
3,BMW X4 2.0 AT,2016,149000,2985000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2016_149_000_km_4070112961
3,BMW 5 серия 2.0 AT,2015,84000,2745000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2015_84_000_km_4137838384
1,BMW 3 серия 2.0 AT,2016,203000,1350000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2016_203_000_km_4273570193
3,BMW 5 серия 2.0 AT,2016,122000,1849000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2016_122_000_km_3897266880
1,BMW 5 серия 2.0 AT,2014,115632,1795000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2014_115_632_km_3840412663
6,BMW 5 серия 2.0 MT,1983,200000,500000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_mt_1983_200_000_km_3904716590
3,BMW X6 3.0 AT,2020,49000,9100000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_49_000_km_3096288140
7,BMW 3 серия 3.0 AT,2020,63000,4500000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_3.0_at_2020_63_000_km_3868562105
0,BMW 7 серия 4.4 AT,2010,241352,1350000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_4.4_at_2010_241_352_km_3707282310
4,BMW X7 3.0 AT,2019,81000,7650000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2019_81_000_km_3945894909
7,BMW 5 серия 2.0 AT,2018,102000,3300000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2018_102_000_km_3801293200
6,BMW X1 2.0 AT,2013,162894,1050000,внедорожник,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2013_162_894_km_3648244688
2,BMW 5 серия 2.5 MT,1991,270487,325000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.5_mt_1991_270_487_km_3848786293
14,BMW 3 серия 2.0 AT,2018,90000,1700000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_90_000_km_3723425774
1,BMW X6 3.0 AT,2009,113000,2549000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2009_113_000_km_3806801495
2,BMW X5 3.0 AT,2004,337000,1400000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2004_337_000_km_3904493219
0,BMW X5 3.0 AT,2013,196000,2215000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2013_196_000_km_4083425716
1,BMW X6 3.0 AT,2019,71297,4299000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2019_71_297_km_4024328488
5,BMW X3 3.0 AT,2021,29792,6450000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2021_29_792_km_3984170879
0,BMW 3 серия GT 2.0 AT,2015,196300,2150000,лифтбек,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2015_196_300_km_2664278116
3,BMW 3 серия 3.0 AT,2009,216690,1485000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_3.0_at_2009_216_690_km_3817243258
0,BMW M3 4.0 AMT,2008,127000,2690000,купе,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m3_4.0_amt_2008_127_000_km_3987638742
6,BMW X5 3.0 AT,2020,77500,7150000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_77_500_km_3956172039
3,BMW X6 3.0 AT,2020,41700,5150000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2020_41_700_km_3894730491
0,BMW X3 2.0 AT,2015,76000,2670000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2015_76_000_km_3765615397
5,BMW X3 2.0 AT,2018,70777,2749000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2018_70_777_km_4274387880
2,BMW 1 серия 1.6 AT,2012,142000,1188000,хетчбэк,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_1_seriya_1.6_at_2012_142_000_km_3897046575
3,BMW X3 2.0 AT,2022,11800,4500000,внедорожник,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2022_11_800_km_3706290323
3,BMW 5 серия 2.0 AT,2021,105000,2950000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2021_bityy_105_000_km_4069774065
3,BMW X5 3.0 AT,2004,349000,825000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2004_349_000_km_3806976841
2,BMW 5 серия 2.0 AT,2016,140000,2250000,седан,задний,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2016_140_000_km_3349527629
3,BMW 3 серия 2.5 AT,2007,253500,795000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.5_at_2007_253_500_km_3934184496
2,BMW 3 серия 2.0 AT,2020,84000,3250000,седан,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2020_84_000_km_4051221931
5,BMW X5 3.0 AT,2020,83000,7190000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_83_000_km_4242523004
0,BMW X1 2.0 AT,2013,199000,1649000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2013_199_000_km_3904986485
0,BMW X5 3.0 AT,2019,85000,6299999,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_85_000_km_3744495451
1,BMW 5 серия 2.0 AT,2021,61000,4500000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2021_61_000_km_3660955497
0,BMW M4 3.0 AT,2021,29379,10345000,купе,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_m4_3.0_at_2021_29_379_km_3900861983
2,BMW 5 серия 3.0 AT,2019,117000,4500000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2019_117_000_km_3919032243
1,BMW X5 3.0 AT,2007,190000,1350000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2007_190_000_km_3779341883
4,BMW 4 серия Gran Coupe 2.0 AT,2017,119000,2850000,лифтбек,задний,бензин,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2017_119_000_km_3774750720
6,BMW X2 2.0 AT,2019,71500,2650000,внедорожник,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_x2_2.0_at_2019_71_500_km_3837486913
1,BMW 3 серия 3.0 AT,2021,76000,5400000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_3.0_at_2021_76_000_km_4003757517
1,BMW 3 серия 2.0 AT,2015,107534,1495000,седан,полный,бензин,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2015_107_534_km_3840433104
0,BMW X5 3.0 AT,2019,71500,6700000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_71_500_km_4004430396
4,BMW X5 3.0 AT,2019,61000,6750000,внедорожник,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_61_000_km_3859024865
1,BMW 5 серия 3.0 AT,2012,173300,2350000,седан,полный,дизель,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2012_173_300_km_3789326205
